,px_open,px_high,px_low,px_close,px_volume,btc_open,btc_high,btc_low,btc_close,btc_volume,mara_open,mara_high,mara_low,mara_close,mara_volume,riot_open,riot_high,riot_low,riot_close,riot_volume,coin_open,coin_high,coin_low,coin_close,coin_volume,eth_open,eth_high,eth_low,eth_close,eth_volume,qqq_open,qqq_high,qqq_low,qqq_close,qqq_volume,vix_open,vix_high,vix_low,vix_close,vix_volume
2022-12-12,5.090000152587891,5.190000057220459,5.070000171661377,5.119999885559082,2900.0,17102.5,17212.564453125,16899.39453125,17206.4375,19617581341.0,4.920000076293945,5.130000114440918,4.789999961853027,5.070000171661377,14076600.0,4.170000076293945,4.26200008392334,4.070000171661377,4.170000076293945,6457800.0,39.97999954223633,42.650001525878906,39.650001525878906,42.599998474121094,9962600.0,1263.573486328125,1275.6103515625,1243.477783203125,1274.6190185546875,5151109364.0,282.2200012207031,285.6400146484375,281.1600036621094,285.5799865722656,35732500.0,24.399999618530273,25.049999237060547,24.18000030517578,25.0,0.0
2022-12-13,5.5,5.5,5.099999904632568,5.099999904632568,13800.0,17206.44140625,17930.0859375,17111.763671875,17781.318359375,26634741631.0,5.550000190734863,5.619999885559082,4.650000095367432,4.659999847412109,32685400.0,4.510000228881836,4.639999866485596,4.039999961853027,4.070000171661377,12270500.0,46.0099983215332,46.33000183105469,38.5,38.689998626708984,20558300.0,1274.6624755859375,1341.4393310546875,1258.472412109375,1320.5491943359375,8812883119.0,296.6499938964844,296.8800048828125,285.9100036621094,288.6499938964844,80667700.0,25.239999771118164,25.84000015258789,21.459999084472656,22.549999237060547,0.0
2022-12-14,5.170000076293945,5.190000057220459,5.098999977111816,5.098999977111816,4100.0,17782.06640625,18318.53125,17739.513671875,17815.650390625,25534481470.0,4.739999771118164,4.840000152587891,4.570000171661377,4.71999979019165,24054100.0,4.170000076293945,4.28000020980835,4.034999847412109,4.150000095367432,10348400.0,39.40999984741211,41.900001525878906,38.81999969482422,40.189998626708984,16117600.0,1320.6885986328125,1346.1744384765625,1305.8333740234375,1309.3287353515625,7830915428.0,288.04998779296875,291.4100036621094,283.19000244140625,286.510009765625,64984400.0,22.829999923706055,23.469999313354492,21.06999969482422,21.139999389648438,0.0
2022-12-15,4.920000076293945,4.920000076293945,4.790999889373779,4.793000221252441,14700.0,17813.64453125,17846.744140625,17322.58984375,17364.865234375,20964448341.0,4.599999904632568,4.630000114440918,4.309999942779541,4.340000152587891,16927400.0,4.050000190734863,4.090000152587891,3.875,4.019999980926514,9195600.0,38.95000076293945,39.599998474121094,37.439998626708984,37.97999954223633,12013400.0,1309.1907958984375,1311.067138671875,1262.6893310546875,1266.3538818359375,6032859783.0,282.3299865722656,283.010009765625,275.6700134277344,276.8900146484375,60554100.0,21.520000457763672,23.670000076293945,21.25,22.829999923706055,0.0
2022-12-16,4.670000076293945,4.769999980926514,4.639999866485596,4.699999809265137,3300.0,17364.546875,17505.525390625,16584.701171875,16647.484375,24031608960.0,4.130000114440918,4.239999771118164,3.75,3.880000114440918,21250200.0,3.9200000762939453,4.010000228881836,3.6700000762939453,3.799999952316284,16122100.0,37.400001525878906,38.0099983215332,34.709999084472656,36.599998474121094,18247400.0,1266.4605712890625,1278.156982421875,1162.1756591796875,1168.2593994140625,9297811507.0,276.20001220703125,277.7699890136719,272.6099853515625,274.25,68300400.0,23.260000228881836,23.829999923706055,22.09000015258789,22.6200008392334,0.0
2022-12-19,4.659999847412109,4.679999828338623,4.5,4.5,3500.0,16759.041015625,16807.52734375,16398.13671875,16439.6796875,17221074814.0,3.880000114440918,3.950000047683716,3.690000057220459,3.869999885559082,11155200.0,3.740000009536743,3.8499999046325684,3.5999999046325684,3.819999933242798,7043300.0,35.970001220703125,36.68000030517578,34.5099983215332,35.16999816894531,11168300.0,1184.75830078125,1192.923828125,1160.377197265625,1167.60986328125,4943628091.0,273.8699951171875,273.9599914550781,268.489990234375,269.75,44167900.0,22.6299991607666,22.860000610351562,21.610000610351562,22.420000076293945,0.0
2022-12-20,4.659999847412109,4.675000190734863,4.550000190734863,4.550000190734863,1500.0,16441.787109375,17012.984375,16427.8671875,16906.3046875,22722096615.0,3.869999885559082,4.070000171661377,3.7300000190734863,3.9100000858306885,12919700.0,3.805000066757202,4.03000020980835,3.7200000286102295,3.8299999237060547,7193500.0,34.75,36.86000061035156,34.349998474121094,34.970001220703125,9833200.0,1167.8826904296875,1224.0926513671875,1165.5994873046875,1217.70361328125,6684951715.0,268.55999755859375,271.32000732421875,266.95001220703125,269.5400085449219,51064200.0,23.170000076293945,23.389999389648438,21.350000381469727,21.479999542236328,0.0
2022-12-21,4.599999904632568,4.599999904632568,4.559999942779541,4.559999942779541,700.0,16904.52734375,16916.80078125,16755.912109375,16817.53515625,14882945045.0,3.9000000953674316,3.9600000381469727,3.640000104904175,3.6500000953674316,14757200.0,3.8399999141693115,3.9100000858306885,3.700000047683716,3.8299999237060547,6217800.0,35.310001373291016,36.099998474121094,34.79999923706055,35.150001525878906,6998600.0,1217.58642578125,1218.1922607421875,1206.4400634765625,1213.5999755859375,4217182733.0,270.6000061035156,274.7799987792969,269.739990234375,273.45001220703125,46394700.0,21.25,21.290000915527344,19.940000534057617,20.06999969482422,0.0
2022-12-22,4.480000019073486,4.480000019073486,4.369999885559082,4.453999996185303,800.0,16818.380859375,16866.673828125,16592.408203125,16830.341796875,16441573050.0,3.549999952316284,3.690000057220459,3.4800000190734863,3.6700000762939453,14615700.0,3.7699999809265137,3.819999933242798,3.6500000953674316,3.7799999713897705,6059600.0,34.93000030517578,35.349998474121094,32.95000076293945,34.59000015258789,10335700.0,1213.672607421875,1221.98681640625,1187.1278076171875,1218.18212890625,5297471739.0,270.3800048828125,270.510009765625,262.4599914550781,266.760009765625,60278400.0,20.079999923706055,24.299999237060547,20.010000228881836,21.969999313354492,0.0
2022-12-23,4.468999862670898,4.468999862670898,4.389999866485596,4.420000076293945,1900.0,16829.64453125,16905.21875,16794.458984375,16796.953125,15329265213.0,3.690000057220459,3.8299999237060547,3.549999952316284,3.619999885559082,8600300.0,3.7750000953674316,3.799999952316284,3.640000104904175,3.680000066757202,4805300.0,34.77000045776367,35.97999954223633,33.66999816894531,35.4900016784668,8222700.0,1218.079345703125,1226.998779296875,1215.994873046875,1220.159423828125,4835831923.0,265.4700012207031,268.0400085449219,263.5299987792969,267.3599853515625,39373600.0,22.170000076293945,22.639999389648438,20.780000686645508,20.8700008392334,0.0
2022-12-27,4.329999923706055,4.329999923706055,4.210000038146973,4.230000019073486,4500.0,16919.291015625,16959.845703125,16642.072265625,16717.173828125,15748580239.0,3.559999942779541,3.5899999141693115,3.2200000286102295,3.240000009536743,12099400.0,3.640000104904175,3.6600000858306885,3.4100000858306885,3.4200000762939453,6356100.0,34.5,34.560001373291016,32.439998626708984,32.650001525878906,10940800.0,1226.987060546875,1230.4180908203125,1205.8956298828125,1212.7916259765625,4091530737.0,266.739990234375,266.8500061035156,263.0299987792969,263.5799865722656,38009000.0,21.670000076293945,22.799999237060547,21.59000015258789,21.649999618530273,0.0
2022-12-28,4.238999843597412,4.249000072479248,4.070000171661377,4.090000152587891,3900.0,16716.400390625,16768.169921875,16497.556640625,16552.572265625,17005713920.0,3.200000047683716,3.359999895095825,3.109999895095825,3.1500000953674316,9560500.0,3.380000114440918,3.5,3.25,3.2899999618530273,6616600.0,32.58000183105469,33.47999954223633,31.829999923706055,32.529998779296875,7839700.0,1212.736572265625,1213.12890625,1185.7021484375,1189.986083984375,4991669631.0,263.1700134277344,265.4700012207031,259.7300109863281,260.1000061035156,47139000.0,21.469999313354492,22.260000228881836,20.959999084472656,22.139999389648438,0.0
2022-12-29,4.179999828338623,4.304999828338623,4.179999828338623,4.304999828338623,3300.0,16552.322265625,16651.755859375,16508.68359375,16642.341796875,14472237479.0,3.180000066757202,3.440000057220459,3.130000114440918,3.4100000858306885,11226200.0,3.359999895095825,3.509999990463257,3.2899999618530273,3.4200000762939453,6773800.0,33.459999084472656,35.33000183105469,33.369998931884766,34.779998779296875,7675500.0,1190.0101318359375,1204.1416015625,1188.3602294921875,1201.5953369140625,4132233940.0,262.9599914550781,267.3999938964844,262.25,266.44000244140625,45893600.0,22.25,22.309999465942383,21.360000610351562,21.440000534057617,0.0
2022-12-30,4.170000076293945,4.46999979019165,4.170000076293945,4.46999979019165,6200.0,16641.330078125,16643.427734375,16408.474609375,16602.5859375,15929162910.0,3.2899999618530273,3.4700000286102295,3.25,3.4200000762939453,9615000.0,3.3299999237060547,3.4200000762939453,3.2799999713897705,3.390000104904175,6592800.0,33.959999084472656,35.869998931884766,33.630001068115234,35.38999938964844,8397900.0,1201.569580078125,1202.03466796875,1187.4625244140625,1199.2327880859375,4055668253.0,263.6199951171875,266.4100036621094,262.2900085449219,266.2799987792969,37858300.0,21.829999923706055,22.399999618530273,21.59000015258789,21.670000076293945,0.0
2023-01-03,4.639999866485596,4.639999866485596,4.420000076293945,4.559000015258789,5100.0,16688.84765625,16760.447265625,16622.37109375,16679.857421875,13903079207.0,3.5799999237060547,3.7699999809265137,3.2799999713897705,3.4000000953674316,13014400.0,3.490000009536743,3.6700000762939453,3.299999952316284,3.369999885559082,7255600.0,36.4900016784668,36.93000030517578,33.369998931884766,33.599998474121094,8514300.0,1214.7440185546875,1219.0953369140625,1207.4915771484375,1214.77880859375,3392972131.0,268.6499938964844,270.1499938964844,262.1300048828125,264.4800109863281,42335300.0,23.09000015258789,23.760000228881836,22.729999542236328,22.899999618530273,0.0
2023-01-04,4.710000038146973,5.139999866485596,4.710000038146973,5.0970001220703125,12300.0,16680.205078125,16964.5859375,16667.763671875,16863.23828125,18421743322.0,3.5,4.329999923706055,3.4800000190734863,4.21999979019165,32367400.0,3.440000057220459,3.950000047683716,3.380000114440918,3.880000114440918,12325300.0,34.59000015258789,38.5,34.540000915527344,37.70000076293945,17737400.0,1214.7186279296875,1264.8074951171875,1213.1688232421875,1256.526611328125,6404416893.0,266.6400146484375,267.45001220703125,262.5299987792969,265.739990234375,47754900.0,22.93000030517578,23.270000457763672,21.940000534057617,22.010000228881836,0.0
2023-01-05,5.159999847412109,5.260000228881836,5.0,5.239999771118164,11100.0,16863.47265625,16884.021484375,16790.283203125,16836.736328125,13692758566.0,4.110000133514404,4.300000190734863,3.890000104904175,3.9100000858306885,24923800.0,3.859999895095825,4.2769999504089355,3.700000047683716,4.21999979019165,14097000.0,34.709999084472656,35.2599983215332,32.75,33.529998779296875,16934500.0,1256.484619140625,1258.571533203125,1245.173095703125,1250.4385986328125,4001786456.0,264.0400085449219,264.2099914550781,261.260009765625,261.5799865722656,45396700.0,22.200000762939453,22.920000076293945,21.969999313354492,22.459999084472656,0.0
2023-01-06,5.239999771118164,5.269999980926514,5.099999904632568,5.210000038146973,3500.0,16836.47265625,16991.994140625,16716.421875,16951.96875,14413662913.0,3.940000057220459,4.21999979019165,3.7100000381469727,4.090000152587891,19314200.0,4.119999885559082,4.349999904632568,3.9600000381469727,4.28000020980835,10412900.0,33.66999816894531,33.75,31.549999237060547,33.2599983215332,15527800.0,1250.458984375,1273.2203369140625,1240.947509765625,1269.3790283203125,4977252792.0,263.3500061035156,269.94000244140625,260.3399963378906,268.79998779296875,54659700.0,22.690000534057617,22.899999618530273,21.0,21.1299991607666,0.0
